timestamp	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Marker Number	Qw	Qx	Qy	Qz	X	Y	Z	Target Number	Qw	Qx	Qy	Qz	X	Y	Z	Scale X	Scale Y	Scale Z	Hit	Target Number	Qw	Qx	Qy	Qz	X	Y	Z	Scale X	Scale Y	Scale Z	Hit	Landmark Number	X	Y	Z
9	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.64824056625366	-109.624516963959	-26.6821026802063	4	0	0	0	0	7.57763385772705	-99.8825252056122	-38.4610056877136	5	0	0	0	0	21.5794801712036	-103.607475757599	-35.2608203887939	6	0	0	0	0	-6.57374933362007	-100.777590274811	-31.9492340087891	7	0	0	0	0	10.7191562652588	-94.6252465248108	-45.2961921691895	8	0	0	0	0	14.443564414978	-202.828741073608	-14.9702072143555	10	0	0	0	0	2.93896198272705	-82.9002864658833	-28.7342190742493	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
11	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.50716829299927	-109.605503082275	-26.9461870193481	4	0	0	0	0	7.79153108596802	-99.9970257282257	-38.6525392532349	5	0	0	0	0	21.361255645752	-103.72428894043	-35.3268146514893	6	0	0	0	0	-6.57537057995796	-100.934267044067	-32.0487380027771	7	0	0	0	0	10.7463955879211	-94.5630788803101	-45.537543296814	8	0	0	0	0	14.2355442047119	-202.894759178162	-15.3321981430054	10	0	0	0	0	2.95143127441406	-82.8128688037395	-28.8617253303528	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
34	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.8566780090332	-109.778320789337	-26.8183350563049	4	0	0	0	0	7.77840614318848	-100.197601318359	-38.6543154716492	5	0	0	0	0	21.4175462722778	-103.851652145386	-35.2714538574219	6	0	0	0	0	-6.52884319424629	-101.127600669861	-31.9637417793274	7	0	0	0	0	10.973596572876	-94.8153793811798	-45.602285861969	8	0	0	0	0	14.3823981285095	-202.849364280701	-14.9359226226807	10	0	0	0	0	3.17295789718628	-82.9310141503811	-28.5836398601532	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
45	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	9.10248756408691	-109.828019142151	-26.7240762710571	4	0	0	0	0	7.82586336135864	-100.332367420197	-38.4878993034363	5	0	0	0	0	21.5749859809875	-103.928923606873	-35.1157903671265	6	0	0	0	0	-6.51439502835274	-101.007926464081	-31.9459199905396	7	0	0	0	0	10.8567237854004	-94.9108898639679	-45.3837275505066	8	0	0	0	0	14.6047711372375	-202.781772613525	-14.5663738250732	10	0	0	0	0	3.19119691848755	-83.0368652939796	-28.2183289527893	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
76	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.86790752410889	-109.84034538269	-26.2349367141724	4	0	0	0	0	8.19789171218872	-100.323176383972	-38.1541848182678	5	0	0	0	0	22.046172618866	-103.978943824768	-34.9968910217285	6	0	0	0	0	-6.16626814007759	-101.215445995331	-31.7015171051025	7	0	0	0	0	11.2874507904053	-95.0523734092712	-45.0873017311096	8	0	0	0	0	14.8470282554626	-202.573704719543	-13.9158248901367	10	0	0	0	0	3.2289981842041	-82.6986871659756	-27.5730192661285	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
82	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.94926786422729	-109.872269630432	-26.1595487594604	4	0	0	0	0	7.95140266418457	-100.450754165649	-38.0659341812134	5	0	0	0	0	21.9006776809692	-104.000282287598	-34.8624229431152	6	0	0	0	0	-6.19217231869698	-101.129460334778	-31.4716935157776	7	0	0	0	0	11.1635208129883	-94.938999414444	-45.0026988983154	8	0	0	0	0	14.8142576217651	-202.521395683289	-13.8129234313965	10	0	0	0	0	3.12166213989258	-82.5460657477379	-27.4637877941132	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
114	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.93001556396484	-110.015320777893	-26.2266159057617	4	0	0	0	0	8.06787014007568	-100.593328475952	-38.0403995513916	5	0	0	0	0	21.8930125236511	-104.160261154175	-34.9652767181396	6	0	0	0	0	-6.26905038952827	-101.325511932373	-31.5525770187378	7	0	0	0	0	11.0077977180481	-95.3036308288574	-44.8958516120911	8	0	0	0	0	14.757227897644	-202.593874931335	-13.8359546661377	10	0	0	0	0	3.09379100799561	-82.6926425099373	-27.0651161670685	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
116	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.93001556396484	-110.015320777893	-26.2266159057617	4	0	0	0	0	8.06785821914673	-100.593340396881	-38.0403995513916	5	0	0	0	0	21.8930006027222	-104.160261154175	-34.9652767181396	6	0	0	0	0	-6.26906231045723	-101.325523853302	-31.5525650978088	7	0	0	0	0	11.0077857971191	-95.3036427497864	-44.8958516120911	8	0	0	0	0	14.757239818573	-202.593874931335	-13.8359427452087	10	0	0	0	0	3.09377908706665	-82.692651450634	-27.0651161670685	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
149	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.6918830871582	-110.180377960205	-26.6028881072998	4	0	0	0	0	7.8998327255249	-100.711131095886	-38.4143829345703	5	0	0	0	0	21.757698059082	-104.383301734924	-35.1760864257813	6	0	0	0	0	-6.38213232159615	-101.469945907593	-32.0198893547058	7	0	0	0	0	10.8987331390381	-95.2313244342804	-45.307731628418	8	0	0	0	0	14.5353674888611	-202.867817878723	-14.5970702171326	10	0	0	0	0	2.94595956802368	-82.4953958392143	-26.7268776893616	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
150	1	0	0	0	0	-100	0.00892877578735352	-99.9984264373779	2	0	0	0	0	100	0.00892877578735352	-99.9984264373779	3	0	0	0	0	8.69187116622925	-110.180389881134	-26.6029119491577	4	0	0	0	0	7.89980888366699	-100.711143016815	-38.4143948554993	5	0	0	0	0	21.7576861381531	-104.383301734924	-35.1760864257813	6	0	0	0	0	-6.3821442425251	-101.469945907593	-32.0198893547058	7	0	0	0	0	10.8987212181091	-95.2313244342804	-45.307731628418	8	0	0	0	0	14.5353555679321	-202.867817878723	-14.5970821380615	10	0	0	0	0	2.94594764709473	-82.4953973293304	-26.7268836498261	0	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	1	0.0	0.0	0.0	1.0	0.0359956989996135	-80.0048232078552	-10.5300664901733	5	5	5	0	0	-1.590574	-87.79848	5.40494
